OTU ID	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34	F35	F36	F37	F38	F39	F40	F41	F42	F43	F44	F45	taxonomy
SH010302.07FU_AF444350_refs	9103.0	9151.0	2801.0	5634.0	3211.0	8374.0	6408.0	7679.0	7231.0	6855.0	1596.0	6520.0	8672.0	4632.0	3768.0	1986.0	19287.0	11119.0	5699.0	11180.0	9323.0	6895.0	6207.0	11748.0	6273.0	4998.0	1926.0	11427.0	9934.0	5938.0	7307.0	3727.0	6882.0	3718.0	3745.0	2519.0	7119.0	1534.0	1322.0	2186.0	4267.0	3053.0	5033.0	4361.0	7821.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma
OTU_dn_2624	1405.0	309.0	1.0	400.0	484.0	902.0	686.0	735.0	814.0	693.0	523.0	533.0	1002.0	54.0	312.0	78.0	2.0	179.0	302.0	94.0	10.0	37.0	1.0	0.0	294.0	734.0	151.0	0.0	2.0	1.0	97.0	19.0	7.0	1.0	0.0	151.0	14.0	132.0	29.0	2.0	1.0	1.0	1.0	0.0	0.0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__unidentified; s__unidentified
OTU_dn_748	4776.0	2978.0	5540.0	3901.0	1867.0	1456.0	5001.0	8924.0	1041.0	4183.0	544.0	1059.0	2263.0	996.0	730.0	1895.0	2539.0	505.0	422.0	768.0	394.0	1120.0	1916.0	3507.0	130.0	1715.0	1970.0	2230.0	2765.0	165.0	2816.0	4704.0	763.0	1888.0	756.0	9401.0	1596.0	4951.0	995.0	484.0	2207.0	4650.0	1766.0	4056.0	1661.0	k__Fungi
OTU_dn_2081	2495.0	2985.0	636.0	1441.0	1383.0	4049.0	1479.0	3766.0	3512.0	2304.0	493.0	4282.0	4128.0	7599.0	5112.0	5201.0	1432.0	3837.0	1738.0	5460.0	6547.0	9029.0	7615.0	4999.0	1372.0	9973.0	6346.0	1504.0	3382.0	4013.0	7732.0	5857.0	7037.0	6261.0	2974.0	1031.0	1346.0	3086.0	4080.0	1777.0	1762.0	1254.0	1386.0	3439.0	2056.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified
OTU_dn_41	224.0	0.0	0.0	0.0	0.0	304.0	0.0	1.0	28.0	0.0	0.0	0.0	508.0	205.0	101.0	0.0	0.0	7.0	6.0	0.0	3.0	0.0	0.0	0.0	31.0	1.0	12.0	1.0	0.0	2.0	0.0	0.0	0.0	5.0	4.0	3.0	0.0	14.0	5.0	0.0	24.0	0.0	4.0	3.0	4.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Cercophora
SH025281.07FU_HG935126_reps	3008.0	3323.0	859.0	1877.0	1573.0	4900.0	2251.0	4571.0	4215.0	2862.0	582.0	4842.0	4562.0	7628.0	5246.0	6293.0	1422.0	4090.0	1819.0	6763.0	6141.0	9680.0	9076.0	6071.0	1888.0	11432.0	6703.0	2083.0	4116.0	4573.0	7715.0	5388.0	6237.0	5410.0	2844.0	935.0	1187.0	3104.0	4014.0	2243.0	1757.0	1111.0	1431.0	3269.0	2257.0	k__Fungi
OTU_dn_1945	1508.0	548.0	259.0	223.0	114.0	931.0	832.0	391.0	667.0	532.0	1.0	19.0	421.0	500.0	700.0	147.0	96.0	425.0	221.0	215.0	299.0	43.0	222.0	793.0	9.0	496.0	356.0	737.0	894.0	397.0	411.0	260.0	566.0	313.0	567.0	501.0	409.0	1173.0	224.0	19.0	66.0	595.0	196.0	578.0	539.0	k__Fungi; p__Ascomycota
SH023250.07FU_KY103069_reps	164.0	55.0	22.0	21.0	11.0	78.0	93.0	39.0	81.0	50.0	0.0	1.0	31.0	48.0	46.0	12.0	7.0	29.0	16.0	26.0	20.0	2.0	25.0	61.0	2.0	31.0	35.0	88.0	82.0	37.0	26.0	18.0	26.0	19.0	44.0	32.0	23.0	83.0	17.0	1.0	3.0	28.0	17.0	39.0	48.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Phaffomycetaceae; g__Cyberlindnera
SH020292.07FU_HG935117_reps	499.0	664.0	57.0	230.0	185.0	180.0	242.0	910.0	463.0	774.0	387.0	632.0	752.0	523.0	247.0	3003.0	229.0	292.0	104.0	1460.0	1036.0	1387.0	557.0	352.0	430.0	464.0	397.0	106.0	428.0	202.0	212.0	379.0	265.0	569.0	246.0	142.0	167.0	631.0	384.0	146.0	650.0	1228.0	710.0	2533.0	1018.0	k__Fungi; p__Ascomycota
OTU_dn_52	378.0	0.0	0.0	0.0	0.0	14.0	0.0	88.0	26.0	20.0	845.0	0.0	0.0	0.0	1.0	166.0	0.0	0.0	4.0	0.0	0.0	11.0	1.0	0.0	5.0	3.0	14.0	0.0	0.0	1.0	0.0	0.0	114.0	17.0	46.0	0.0	0.0	298.0	141.0	144.0	1.0	0.0	0.0	0.0	3.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified
OTU_dn_2198	875.0	961.0	1206.0	3028.0	4195.0	806.0	902.0	550.0	1537.0	1239.0	99.0	1196.0	759.0	559.0	1204.0	126.0	36.0	390.0	682.0	728.0	243.0	383.0	842.0	638.0	1054.0	798.0	834.0	771.0	749.0	963.0	717.0	678.0	416.0	353.0	594.0	1027.0	2097.0	968.0	558.0	3170.0	267.0	1557.0	461.0	789.0	138.0	k__Fungi
OTU_dn_78	322.0	152.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	60.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	177.0	41.0	52.0	0.0	0.0	0.0	k__Fungi; p__Entomophthoromycota; c__Basidiobolomycetes; o__Basidiobolales; f__Basidiobolaceae; g__Basidiobolus
OTU_dn_2069	578.0	1123.0	212.0	461.0	654.0	879.0	429.0	85.0	170.0	250.0	162.0	1189.0	389.0	429.0	550.0	391.0	603.0	335.0	642.0	782.0	1264.0	362.0	453.0	133.0	1512.0	73.0	34.0	277.0	110.0	1099.0	600.0	747.0	1170.0	992.0	683.0	577.0	905.0	201.0	906.0	757.0	624.0	920.0	692.0	592.0	312.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma; s__Solicoccozyma_terrea
SH010301.07FU_AF444319_refs	2072.0	1506.0	251.0	552.0	776.0	1191.0	868.0	124.0	180.0	321.0	408.0	1435.0	503.0	471.0	807.0	418.0	692.0	389.0	740.0	1033.0	1318.0	372.0	604.0	236.0	2307.0	101.0	35.0	321.0	116.0	1390.0	635.0	733.0	1058.0	940.0	708.0	546.0	895.0	247.0	1001.0	1009.0	644.0	997.0	868.0	548.0	360.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_dn_1474	1855.0	1221.0	388.0	901.0	780.0	2006.0	479.0	2432.0	2823.0	3022.0	6091.0	1399.0	688.0	357.0	828.0	392.0	95.0	3019.0	605.0	1476.0	1098.0	1028.0	1590.0	557.0	2493.0	1101.0	2449.0	1.0	233.0	3870.0	1774.0	461.0	369.0	1931.0	1866.0	935.0	1100.0	464.0	2497.0	1523.0	2237.0	390.0	5323.0	3714.0	7277.0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella
SH029493.07FU_AM981232_reps_singleton	1193.0	386.0	212.0	710.0	597.0	137.0	9.0	109.0	306.0	265.0	180.0	1251.0	1105.0	265.0	96.0	435.0	596.0	507.0	1370.0	199.0	499.0	627.0	195.0	214.0	67.0	507.0	414.0	217.0	275.0	171.0	135.0	195.0	146.0	104.0	229.0	82.0	86.0	644.0	518.0	384.0	153.0	103.0	247.0	395.0	47.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae
OTU_dn_207	328.0	29.0	11.0	6.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	613.0	17.0	24.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	5.0	2.0	153.0	0.0	0.0	0.0	6.0	0.0	17.0	0.0	0.0	k__Fungi; p__Ascomycota
OTU_dn_2172	4148.0	2584.0	4453.0	2408.0	915.0	1358.0	1921.0	4688.0	710.0	2698.0	427.0	526.0	1972.0	709.0	749.0	1162.0	475.0	784.0	392.0	1181.0	421.0	943.0	886.0	2794.0	355.0	1346.0	1451.0	2259.0	2155.0	190.0	1673.0	3537.0	630.0	770.0	681.0	7507.0	1729.0	3053.0	941.0	402.0	1873.0	3803.0	1787.0	3099.0	2126.0	k__Fungi
OTU_dn_1455	478.0	345.0	61.0	66.0	70.0	2258.0	2011.0	751.0	8150.0	5328.0	1748.0	400.0	685.0	200.0	370.0	897.0	4.0	1544.0	424.0	1071.0	139.0	98.0	309.0	322.0	64.0	226.0	1931.0	1158.0	3970.0	1803.0	2439.0	848.0	781.0	381.0	592.0	978.0	128.0	153.0	667.0	3602.0	485.0	1368.0	2506.0	389.0	1433.0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella
SH003726.07FU_DQ421291_reps	204.0	0.0	65.0	0.0	16.0	2.0	0.0	3.0	13.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	10.0	43.0	1.0	49.0	8.0	1.0	42.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
SH005079.07FU_EU090896_reps_singleton	297.0	579.0	295.0	84.0	350.0	264.0	0.0	9.0	194.0	233.0	113.0	90.0	732.0	0.0	0.0	2.0	15.0	4.0	0.0	461.0	285.0	10.0	171.0	145.0	650.0	40.0	4.0	433.0	25.0	3.0	126.0	26.0	259.0	37.0	73.0	122.0	252.0	0.0	40.0	63.0	125.0	12.0	95.0	146.0	68.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Trimorphomycetaceae; g__Saitozyma; s__Saitozyma_podzolica
OTU_dn_394	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	11.0	6.0	4.0	1.0	0.0	0.0	0.0	0.0	24.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified
SH018938.07FU_AF144483_refs	439.0	193.0	340.0	387.0	100.0	102.0	353.0	658.0	119.0	295.0	32.0	64.0	141.0	62.0	50.0	95.0	135.0	38.0	20.0	69.0	14.0	79.0	127.0	272.0	16.0	109.0	90.0	172.0	241.0	12.0	146.0	218.0	34.0	89.0	40.0	471.0	84.0	255.0	58.0	40.0	127.0	251.0	113.0	213.0	163.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales
OTU_dn_1315	78.0	333.0	333.0	76.0	731.0	377.0	77.0	52.0	106.0	272.0	468.0	192.0	326.0	138.0	27.0	454.0	823.0	140.0	44.0	727.0	347.0	310.0	55.0	36.0	404.0	54.0	5.0	20.0	102.0	603.0	262.0	72.0	236.0	263.0	196.0	417.0	1741.0	139.0	126.0	543.0	129.0	319.0	231.0	227.0	208.0	k__Fungi
SH008010.07FU_UDB026773_reps	69.0	5.0	0.0	0.0	19.0	69.0	1.0	78.0	47.0	133.0	363.0	0.0	81.0	22.0	47.0	0.0	30.0	0.0	307.0	0.0	1.0	5.0	0.0	0.0	0.0	3.0	28.0	29.0	41.0	0.0	0.0	0.0	57.0	0.0	35.0	73.0	58.0	21.0	13.0	5.0	28.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__unidentified
OTU_dn_5	100.0	64.0	1426.0	0.0	1524.0	76.0	0.0	7.0	0.0	0.0	4557.0	51.0	171.0	60.0	3.0	0.0	6.0	0.0	217.0	2.0	76.0	191.0	673.0	94.0	622.0	12.0	946.0	0.0	0.0	256.0	226.0	7.0	1.0	0.0	160.0	5.0	0.0	663.0	13.0	0.0	250.0	0.0	3.0	10.0	0.0	k__Fungi; p__Ascomycota
SH490926.07FU_JX359648_reps	588.0	1116.0	105.0	452.0	292.0	174.0	436.0	615.0	381.0	409.0	234.0	537.0	749.0	597.0	413.0	1538.0	153.0	157.0	69.0	851.0	246.0	619.0	371.0	1770.0	2242.0	586.0	477.0	966.0	680.0	2254.0	800.0	314.0	436.0	625.0	334.0	817.0	1268.0	1883.0	451.0	218.0	1205.0	630.0	275.0	361.0	1151.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
SH007534.07FU_KC243951_reps	154.0	0.0	0.0	0.0	0.0	0.0	311.0	0.0	10.0	0.0	0.0	0.0	25.0	0.0	0.0	102.0	0.0	17.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	285.0	5.0	16.0	0.0	3.0	0.0	0.0	0.0	0.0	202.0	0.0	1.0	12.0	311.0	0.0	0.0	15.0	3.0	147.0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__unidentified; s__unidentified
OTU_dn_205	97.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	349.0	8.0	25.0	21.0	12.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	3.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	16.0	2.0	0.0	k__Fungi; p__Ascomycota
OTU_dn_2378	994.0	581.0	541.0	431.0	795.0	0.0	588.0	165.0	56.0	79.0	0.0	922.0	849.0	332.0	1084.0	2.0	2.0	0.0	0.0	610.0	237.0	8.0	79.0	333.0	265.0	6.0	78.0	915.0	886.0	579.0	260.0	154.0	749.0	193.0	1172.0	126.0	137.0	337.0	249.0	1460.0	234.0	159.0	714.0	360.0	599.0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__unidentified; s__unidentified
SH004578.07FU_AB847029_reps	521.0	64.0	773.0	0.0	79.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae
SH629326.07FU_KU550109_reps_singleton	11.0	5.0	295.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae
OTU_dn_159	150.0	30.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	34.0	0.0	5.0	0.0	102.0	3.0	0.0	0.0	238.0	3.0	0.0	0.0	14.0	3.0	25.0	9.0	1.0	3.0	40.0	0.0	0.0	1.0	0.0	6.0	64.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
SH028384.07FU_HG936752_reps	149.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0	1.0	0.0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Cheilymenia
SH006229.07FU_HQ630346_refs	91.0	40.0	40.0	30.0	46.0	0.0	53.0	6.0	1.0	1.0	0.0	74.0	44.0	15.0	43.0	0.0	0.0	0.0	1.0	48.0	10.0	0.0	8.0	29.0	29.0	1.0	5.0	69.0	78.0	9.0	0.0	7.0	50.0	11.0	73.0	6.0	8.0	25.0	17.0	111.0	10.0	9.0	47.0	19.0	34.0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella
OTU_dn_983	7.0	7.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	11.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
SH487946.07FU_KT161056_reps_singleton	146.0	24.0	10.0	43.0	2.0	37.0	0.0	20.0	45.0	50.0	0.0	11.0	6.0	21.0	43.0	44.0	10.0	70.0	9.0	103.0	6.0	50.0	0.0	4.0	3.0	58.0	64.0	1.0	78.0	204.0	26.0	10.0	30.0	36.0	34.0	24.0	1.0	3.0	20.0	0.0	40.0	54.0	54.0	61.0	210.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
SH495093.07FU_HG937125_reps_singleton	184.0	58.0	353.0	530.0	364.0	206.0	225.0	299.0	627.0	661.0	1018.0	189.0	505.0	312.0	423.0	505.0	199.0	558.0	247.0	201.0	79.0	30.0	49.0	151.0	238.0	75.0	79.0	29.0	179.0	32.0	27.0	50.0	72.0	26.0	25.0	76.0	26.0	380.0	62.0	13.0	80.0	102.0	133.0	77.0	189.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
SH026810.07FU_KT203113_reps	154.0	1.0	52.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	2.0	5.0	55.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales
OTU_dn_115	8.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	61.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	1.0	0.0	0.0	0.0	13.0	19.0	17.0	20.0	52.0	36.0	69.0	248.0	89.0	749.0	1.0	8.0	0.0	4.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified
OTU_dn_2057	475.0	240.0	734.0	1982.0	1073.0	208.0	1975.0	99.0	0.0	1.0	448.0	249.0	90.0	413.0	505.0	3.0	32.0	0.0	66.0	445.0	421.0	60.0	931.0	969.0	531.0	23.0	1.0	370.0	364.0	1076.0	10.0	119.0	1340.0	414.0	715.0	14.0	24.0	773.0	301.0	1129.0	15.0	163.0	385.0	34.0	356.0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__unidentified; s__unidentified
OTU_dn_2379	77.0	58.0	106.0	49.0	30.0	43.0	61.0	109.0	13.0	57.0	2.0	16.0	69.0	8.0	21.0	30.0	25.0	42.0	18.0	26.0	6.0	15.0	15.0	66.0	20.0	27.0	14.0	24.0	32.0	11.0	25.0	52.0	3.0	14.0	6.0	101.0	15.0	47.0	22.0	10.0	29.0	49.0	19.0	36.0	29.0	k__Fungi
OTU_dn_2432	349.0	257.0	409.0	193.0	50.0	164.0	149.0	463.0	44.0	234.0	5.0	19.0	144.0	33.0	42.0	67.0	37.0	17.0	1.0	65.0	21.0	55.0	148.0	279.0	4.0	123.0	85.0	147.0	180.0	14.0	161.0	394.0	24.0	47.0	60.0	751.0	87.0	326.0	75.0	20.0	150.0	324.0	133.0	224.0	146.0	k__Fungi; p__Ascomycota
OTU_dn_113	138.0	302.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
SH027218.07FU_JX975863_reps	827.0	434.0	95.0	331.0	188.0	842.0	256.0	998.0	3169.0	1838.0	2447.0	720.0	180.0	244.0	306.0	198.0	112.0	1536.0	386.0	959.0	545.0	865.0	636.0	197.0	1464.0	741.0	1628.0	0.0	83.0	2354.0	717.0	221.0	274.0	648.0	1405.0	287.0	246.0	314.0	1260.0	744.0	463.0	62.0	1384.0	894.0	2534.0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella
OTU_dn_117	221.0	201.0	5.0	0.0	788.0	68.0	0.0	3.0	15.0	61.0	214.0	12.0	1.0	46.0	0.0	0.0	22.0	0.0	0.0	2.0	12.0	0.0	1.0	0.0	0.0	33.0	113.0	36.0	5.0	0.0	52.0	404.0	186.0	389.0	303.0	23.0	92.0	1036.0	9.0	4.0	2.0	5.0	28.0	15.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
OTU_dn_124	41.0	0.0	0.0	0.0	264.0	0.0	1.0	120.0	0.0	9.0	0.0	0.0	0.0	32.0	0.0	169.0	3.0	0.0	87.0	58.0	10.0	1.0	0.0	0.0	0.0	96.0	63.0	1.0	81.0	1.0	39.0	19.0	18.0	47.0	0.0	19.0	20.0	1.0	26.0	25.0	40.0	550.0	27.0	42.0	0.0	k__Fungi; p__Ascomycota
SH023643.07FU_AF081474_refs	29.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae
SH015059.07FU_EU003012_reps_singleton	75.0	0.0	64.0	0.0	0.0	34.0	0.0	2.0	15.0	18.0	104.0	2.0	0.0	0.0	0.0	0.0	6.0	5.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	96.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	27.0	202.0	44.0	2.0	0.0	0.0	0.0	50.0	0.0	17.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Branch06; f__unidentified; g__unidentified; s__unidentified
SH494045.07FU_KJ022005_reps_singleton	205.0	107.0	18.0	17.0	92.0	12.0	1.0	32.0	7.0	22.0	49.0	84.0	85.0	81.0	30.0	27.0	15.0	18.0	42.0	40.0	63.0	10.0	32.0	33.0	9.0	17.0	31.0	2.0	5.0	2.0	19.0	3.0	7.0	23.0	30.0	3.0	24.0	23.0	11.0	5.0	29.0	11.0	69.0	64.0	28.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae
OTU_dn_12	395.0	284.0	66.0	402.0	54.0	190.0	0.0	0.0	0.0	1.0	0.0	710.0	1507.0	0.0	0.0	0.0	8.0	1.0	0.0	5.0	1.0	0.0	1.0	0.0	0.0	209.0	0.0	1.0	295.0	0.0	16.0	12.0	97.0	0.0	30.0	49.0	425.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
SH003972.07FU_KC222714_reps_singleton	108.0	56.0	163.0	386.0	241.0	76.0	683.0	18.0	0.0	0.0	104.0	52.0	16.0	93.0	116.0	2.0	18.0	0.0	12.0	120.0	93.0	12.0	177.0	234.0	120.0	9.0	1.0	93.0	74.0	226.0	6.0	12.0	220.0	69.0	144.0	0.0	7.0	162.0	52.0	322.0	2.0	28.0	94.0	4.0	79.0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__unidentified
OTU_dn_576	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
SH003949.07FU_HQ630331_refs	256.0	228.0	161.0	643.0	613.0	446.0	912.0	93.0	121.0	108.0	155.0	906.0	546.0	88.0	120.0	3.0	2.0	6.0	11.0	4.0	66.0	90.0	22.0	248.0	143.0	41.0	12.0	724.0	431.0	566.0	49.0	2831.0	92.0	35.0	759.0	97.0	418.0	16.0	23.0	461.0	0.0	400.0	7.0	84.0	168.0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella
OTU_dn_2034	68.0	79.0	102.0	199.0	286.0	89.0	78.0	40.0	108.0	128.0	7.0	85.0	51.0	36.0	76.0	11.0	10.0	26.0	47.0	51.0	14.0	20.0	57.0	46.0	80.0	47.0	54.0	78.0	62.0	63.0	45.0	45.0	31.0	16.0	49.0	55.0	145.0	78.0	41.0	224.0	15.0	67.0	40.0	53.0	8.0	k__Fungi
OTU_dn_416	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
OTU_dn_203	114.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	87.0	25.0	2.0	0.0	0.0	1.0	0.0	9.0	3.0	18.0	1.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	1.0	14.0	2.0	7.0	2.0	1.0	0.0	0.0	0.0	19.0	8.0	27.0	4.0	0.0	k__Fungi; p__Ascomycota
