"","x"
"613","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__unidentified"
"614","k__Fungi; p__Ascomycota"
"615","k__Fungi; p__Basidiomycota; c__Microbotryomycetes"
"616","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified"
"617","k__Fungi; p__Ascomycota"
"618","k__Fungi; p__Ascomycota"
"619","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"620","k__Fungi; p__Ascomycota"
"621","k__Fungi; p__Ascomycota"
"622","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Dictyosporiaceae; g__Dictyosporium"
"623","k__Fungi; p__Ascomycota"
"624","k__Fungi; p__Ascomycota"
"625","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus"
"626","k__Fungi; p__Ascomycota"
"627","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"628","k__Fungi; p__Ascomycota"
"629","k__Fungi; p__Ascomycota"
"630","k__Fungi; p__Ascomycota"
"631","k__Fungi; p__Ascomycota"
"632","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified"
"633","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales"
"634","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"635","k__Fungi; p__Ascomycota"
"636","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Hypoxylon"
"637","k__Fungi; p__Ascomycota"
"638","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__unidentified; s__unidentified"
"639","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"640","k__Fungi; p__Ascomycota"
"641","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"642","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_salmonis"
"643","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"644","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Paurocotylis"
"645","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"646","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__unidentified; s__unidentified"
"647","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Geopora; s__Geopora_nicaeensis"
"648","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae"
"649","k__Fungi; p__Ascomycota"
"650","k__Fungi; p__Ascomycota"
"651","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales"
"652","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Orbilia; s__unidentified"
"653","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"654","k__Fungi; p__Ascomycota"
"655","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__unidentified; s__unidentified"
"656","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"657","k__Fungi; p__Ascomycota"
"658","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Amanitaceae; g__Amanita; s__Amanita_muscaria"
"659","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"660","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__unidentified; g__unidentified; s__unidentified"
"661","k__Fungi; p__Ascomycota"
"662","k__Fungi; p__Ascomycota"
"663","k__Fungi; p__Ascomycota"
"664","k__Fungi; p__Ascomycota"
"665","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales"
"666","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Schizothecium"
"667","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium"
"668","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"669","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__Coniochaeta"
"670","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Gymnoascaceae; g__Neogymnomyces"
"671","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"672","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"673","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"674","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lycoperdaceae; g__Lycoperdon"
"675","k__Fungi; p__Ascomycota"
"676","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__unidentified"
"677","k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"678","k__Fungi; p__Ascomycota"
"679","k__Fungi; p__Ascomycota"
"680","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus"
"681","k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"682","k__Fungi"
"683","k__Fungi; p__Ascomycota"
"684","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified"
"685","k__Fungi; p__Ascomycota"
"686","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"687","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Sirastachys; s__Sirastachys_cylindrospora"
"688","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Sarocladium"
"689","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"690","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida"
"691","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Microdochiaceae; g__Gyrothrix; s__Gyrothrix_circinata"
"692","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"693","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__unidentified; s__unidentified"
"694","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"695","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"696","k__Fungi; p__Ascomycota"
"697","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__unidentified; s__unidentified"
"698","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium"
"699","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora; s__Cyphellophora_sessilis"
"700","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__unidentified"
"701","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida"
"702","k__Fungi; p__Ascomycota"
"703","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"704","k__Fungi; p__Ascomycota"
"705","k__Fungi; p__Ascomycota"
"706","k__Fungi; p__Ascomycota"
"707","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"708","k__Fungi; p__Basidiomycota"
"709","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"710","k__Fungi; p__Ascomycota"
"711","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"712","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae"
"713","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium"
"714","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"715","k__Fungi; p__Ascomycota"
"716","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"717","k__Fungi; p__Ascomycota"
"718","k__Fungi; p__Ascomycota"
"719","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"720","k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__Powellomycetaceae; g__Powellomyces; s__unidentified"
"721","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__unidentified"
"722","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__unidentified"
"723","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Parasola; s__Parasola_lilatincta"
"724","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis"
"725","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Cylindrocarpon; s__unidentified"
"726","k__Fungi"
"727","k__Fungi; p__Ascomycota"
"728","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"729","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae"
"730","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Cephalotrichum"
"731","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Dichotomopilus"
"732","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Thelebolaceae"
"733","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"734","k__Fungi; p__Ascomycota"
"735","k__Fungi; p__Ascomycota"
"736","k__Fungi"
"737","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified; s__unidentified"
"738","k__Fungi; p__Ascomycota"
"739","k__Fungi; p__Ascomycota"
"740","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"741","k__Fungi; p__Kickxellomycota; c__Kickxellomycetes; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_taiwanensis"
"742","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"743","k__Fungi; p__Blastocladiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"744","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"745","k__Fungi; p__Ascomycota"
"746","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales"
"747","k__Fungi; p__Ascomycota"
"748","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Purpureocillium; s__Purpureocillium_lilacinum"
"749","k__Fungi; p__Ascomycota"
"750","k__Fungi; p__Ascomycota"
"751","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Articulospora; s__unidentified"
"752","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_oxalicum"
"753","k__Fungi; p__Ascomycota"
"754","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"755","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Haptocillium; s__Haptocillium_balanoides"
"756","k__Fungi; p__Ascomycota"
"757","k__Fungi; p__Ascomycota"
"758","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"759","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Myrmecridiales; f__Myrmecridiaceae; g__Myrmecridium"
"760","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Dactylellina"
"761","k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__Spizellomycetaceae"
"762","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Myrothecium; s__unidentified"
"763","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae"
"764","k__Fungi; p__Ascomycota"
"765","k__Fungi; p__Ascomycota"
"766","k__Fungi; p__Ascomycota"
"767","k__Fungi"
"768","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"769","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"770","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae; g__Armillaria"
"771","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Zygosaccharomyces"
"772","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"773","k__Fungi; p__Chytridiomycota; c__Lobulomycetes; o__Lobulomycetales; f__Lobulomycetaceae"
"774","k__Fungi; p__Ascomycota"
"775","k__Fungi; p__Ascomycota"
"776","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Sordariales_fam_Incertae_sedis; g__Staphylotrichum"
"777","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"778","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"779","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenales_fam_Incertae_sedis; g__Spiromastix; s__unidentified"
"780","k__Fungi; p__Ascomycota"
"781","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"782","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_spirale"
"783","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"784","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"785","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales"
"786","k__Fungi; p__Ascomycota"
"787","k__Fungi; p__Ascomycota"
"788","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"789","k__Fungi; p__Ascomycota"
"790","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"791","k__Fungi; p__Rozellomycota; c__Rozellomycotina_cls_Incertae_sedis; o__GS11; f__unidentified; g__unidentified; s__unidentified"
"792","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Stachybotrys; s__Stachybotrys_chartarum"
"793","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__unidentified; g__unidentified; s__unidentified"
"794","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Paradendryphiella; s__Paradendryphiella_arenariae"
"795","k__Fungi; p__Ascomycota"
"796","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"797","k__Fungi; p__Ascomycota"
"798","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__unidentified"
"799","k__Fungi; p__Ascomycota"
"800","k__Fungi"
"801","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lyophyllaceae"
"802","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Arthrocladium; s__unidentified"
"803","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Preussia; s__unidentified"
"804","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe"
"805","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Cucurbitariaceae; g__Pyrenochaetopsis"
"806","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"807","k__Fungi; p__Ascomycota"
"808","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"809","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__unidentified"
"810","k__Fungi; p__Chytridiomycota; c__Rhizophlyctidomycetes; o__Rhizophlyctidales; f__Rhizophlyctidaceae; g__Rhizophlyctis; s__Rhizophlyctis_rosea"
"811","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lycoperdaceae; g__Calvatia; s__Calvatia_gigantea"
"812","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Melanoleuca"
"813","k__Fungi; p__Ascomycota"
"814","k__Fungi; p__Mucoromycota"
"815","k__Fungi; p__Chytridiomycota"
"816","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"817","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"818","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Hydnophlebia"
"819","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"820","k__Fungi; p__Ascomycota"
"821","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified"
"822","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"823","k__Fungi; p__Ascomycota"
"824","k__Fungi; p__Ascomycota"
"825","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"826","k__Fungi; p__Mucoromycota"
"827","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Hirsutella; s__Hirsutella_thompsonii"
"828","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_brevicompactum"
"829","k__Fungi; p__Ascomycota"
"830","k__Fungi; p__Ascomycota"
"831","k__Fungi; p__Chytridiomycota; c__Rhizophydiomycetes; o__Rhizophydiales"
"832","k__Fungi; p__Ascomycota"
"833","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"834","k__Fungi; p__Chytridiomycota; c__Rhizophlyctidomycetes; o__Rhizophlyctidales; f__Rhizophlyctidaceae; g__Rhizophlyctis; s__Rhizophlyctis_rosea"
"835","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"836","k__Fungi"
"837","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"838","k__Fungi; p__Ascomycota"
"839","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"840","k__Fungi"
"841","k__Fungi; p__Ascomycota"
"842","k__Fungi; p__Ascomycota"
"843","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenales_fam_Incertae_sedis; g__Chrysosporium"
"844","k__Fungi; p__Ascomycota"
"845","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae"
"846","k__Fungi; p__Ascomycota"
"847","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"848","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__unidentified; g__unidentified; s__unidentified"
"849","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycodaceae; g__Hanseniaspora"
"850","k__Fungi; p__Ascomycota"
"851","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus"
"852","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"853","k__Fungi"
"854","k__Fungi; p__Ascomycota"
"855","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"856","k__Fungi; p__Ascomycota"
"857","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"858","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus"
"859","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales"
"860","k__Fungi; p__Glomeromycota; c__Glomeromycetes"
"861","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales"
"862","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"863","k__Fungi; p__Ascomycota"
"864","k__Fungi; p__Ascomycota"
"865","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"866","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"867","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__unidentified; s__unidentified"
"868","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_zonata"
"869","k__Fungi; p__Ascomycota"
"870","k__Fungi; p__Ascomycota"
"871","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_horticola"
"872","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe"
"873","k__Fungi; p__Ascomycota"
"874","k__Fungi; p__Chytridiomycota; c__Rhizophlyctidomycetes; o__Rhizophlyctidales; f__Rhizophlyctidaceae; g__Rhizophlyctis; s__Rhizophlyctis_rosea"
"875","k__Fungi; p__Ascomycota"
"876","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"877","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"878","k__Fungi; p__Ascomycota"
"879","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"880","k__Fungi; p__Ascomycota"
"881","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"882","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales"
"883","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Mrakiaceae; g__Itersonilia"
"884","k__Fungi; p__Ascomycota"
"885","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"886","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"887","k__Fungi; p__Ascomycota"
"888","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"889","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified"
"890","k__Fungi; p__Ascomycota"
"891","k__Fungi"
"892","k__Fungi; p__Ascomycota"
"893","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"894","k__Fungi; p__Ascomycota"
"895","k__Fungi; p__Ascomycota"
"896","k__Fungi; p__Ascomycota"
"897","k__Fungi; p__Ascomycota"
"898","k__Fungi; p__Ascomycota"
"899","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"900","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Branch06; f__unidentified; g__unidentified; s__unidentified"
"901","k__Fungi; p__Ascomycota"
"902","k__Fungi; p__Ascomycota"
"903","k__Fungi; p__Ascomycota"
"904","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"905","k__Fungi; p__Ascomycota"
"906","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae"
"907","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Reticulascaceae; g__Reticulascus"
"908","k__Fungi; p__Ascomycota"
"909","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales"
"910","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Articulospora; s__unidentified"
"911","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"912","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"913","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"914","k__Fungi; p__Ascomycota"
"915","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"916","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"917","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"918","k__Fungi; p__Ascomycota"
"919","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__unidentified; g__unidentified; s__unidentified"
"920","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales"
"921","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae"
"922","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"923","k__Fungi; p__Ascomycota"
"924","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__unidentified"
"925","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__Microbotryaceae; g__Microbotryum"
"926","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales"
"927","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Lecanicillium"
"928","k__Fungi; p__Chytridiomycota; c__Rhizophlyctidomycetes; o__Rhizophlyctidales; f__Rhizophlyctidaceae; g__Rhizophlyctis; s__Rhizophlyctis_rosea"
"929","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Preussia"
"930","k__Fungi; p__Ascomycota"
"931","k__Fungi"
"932","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"933","k__Fungi; p__Ascomycota"
"934","k__Fungi; p__Ascomycota"
